Arrival rate8H,Finish rate8H,Num of unique resource8H,Process active time8H,Service time per case8H,Time in process per case8H,Waiting time in process per case8H,Num in process case8H
18,0,34,6584.266666666666,2845.034259259259,365.7925925925925,0.0,313.0
17,0,34,4807.949999999999,3553.925490196078,282.82058823529405,0.0,330.0
3,72,5,972.2,413.58888888888885,324.06666666666666,0.0,333.0
35,27,36,10014.45,2055.937373737374,303.4681818181818,0.0,296.0
34,0,41,11522.283333333333,2086.2272727272725,349.16010101010096,0.0,303.0
1,45,1,8.166666666666666,8.166666666666666,8.166666666666666,0.0,304.0
37,30,39,11475.999999999995,3223.036666666668,327.88571428571413,0.0,296.0
33,0,35,8009.749999999999,1956.152525252525,242.7196969696969,0.0,299.0
5,43,9,570.6666666666666,295.11333333333334,114.13333333333333,0.0,304.0
31,32,31,7948.383333333334,1542.005913978494,256.39946236559143,0.0,292.0
37,0,42,8342.616666666665,2206.733823529412,245.3710784313725,0.0,297.0
4,54,9,406.98333333333335,553.2,101.74583333333334,0.0,301.0
46,33,39,10543.183333333327,1654.1999999999994,234.29296296296283,0.0,293.0
35,0,35,9744.2,2733.884803921569,286.59411764705885,0.0,295.0
2,42,5,301.1,1029.9083333333333,150.55,0.0,297.0
32,24,40,10192.683333333334,3150.163978494624,328.7962365591398,0.0,287.0
18,0,36,7133.483333333335,3387.263888888889,396.3046296296297,0.0,281.0
6,17,21,2589.05,1573.8027777777775,431.50833333333327,0.0,287.0
28,6,40,10333.966666666667,3004.5202380952387,369.0702380952381,0.0,298.0
20,0,25,4124.666666666666,1120.4263157894736,217.0877192982456,0.0,312.0
13,0,25,4296.616666666668,4629.166666666666,330.5089743589745,0.0,324.0
25,1,32,4777.966666666667,931.4972222222225,199.08194444444447,0.0,349.0
2,77,8,417.4833333333333,619.2416666666667,208.74166666666665,0.0,350.0
36,30,41,10114.3,3552.126666666667,288.98,0.0,309.0
38,0,36,12659.916666666664,2717.70350877193,333.155701754386,0.0,317.0
4,52,1,27.68333333333333,6.9208333333333325,6.9208333333333325,0.0,321.0
19,28,34,5705.0666666666675,4069.0649122807013,300.26666666666665,0.0,288.0
34,0,37,9534.683333333334,2543.775,297.9588541666667,0.0,294.0
31,22,28,4951.1500000000015,800.9758620689653,170.72931034482758,0.0,281.0
26,1,37,7670.716666666667,2003.842666666667,306.82866666666666,0.0,285.0
4,34,7,348.7,859.8791666666667,87.175,0.0,288.0
29,20,35,9922.716666666667,3011.3209876543215,367.50802469135806,0.0,283.0
19,0,27,4860.9,1061.7740740740742,270.04999999999995,0.0,282.0
1,35,1,9.05,9.05,9.05,0.0,283.0
21,24,31,4320.633333333333,1262.7783333333332,216.03166666666667,0.0,269.0
22,0,35,4623.65,1652.225,210.16590909090908,0.0,267.0
25,4,36,10404.883333333333,2236.819333333333,416.1953333333333,0.0,261.0
16,0,38,8416.616666666667,5133.835416666667,526.0385416666667,0.0,273.0
18,0,34,7913.2,3271.7898148148142,439.6222222222222,0.0,289.0
16,0,24,1322.1333333333332,405.09111111111116,88.14222222222222,0.0,305.0
4,49,3,34.90000000000001,15.595833333333335,8.725000000000001,0.0,309.0
41,37,35,7585.6500000000015,941.4945833333336,189.64125,0.0,301.0
38,0,38,7947.183333333335,1486.6093137254902,233.7406862745099,0.0,302.0
4,47,6,787.6333333333334,706.9958333333333,196.90833333333336,0.0,306.0
26,26,30,5364.749999999999,983.380128205128,206.3365384615384,0.0,285.0
33,0,37,9945.716666666667,1361.0869791666667,310.80364583333335,0.0,292.0
3,47,9,650.0666666666666,3457.666666666666,216.6888888888889,0.0,295.0
25,23,29,8411.95,1990.2859999999994,336.478,0.0,273.0
30,0,38,7503.316666666667,2228.5372222222213,250.11055555555552,0.0,280.0
3,38,10,789.95,1454.294444444445,263.31666666666666,0.0,283.0
25,17,31,6313.066666666665,1661.3239130434781,274.48115942028977,0.0,270.0
35,0,35,10340.05,1739.083823529412,304.11911764705883,0.0,288.0
4,39,17,764.3833333333333,1541.4833333333331,191.09583333333333,0.0,292.0
32,15,37,11401.233333333335,3596.6171875,356.28854166666673,0.0,285.0
16,0,32,8819.816666666668,3969.665625,551.2385416666667,0.0,286.0
1,30,1,12.95,46.03333333333333,12.95,0.0,287.0
15,5,31,6377.3,3020.4011111111113,425.15333333333336,0.0,272.0
13,0,23,5541.0666666666675,2755.912820512821,426.23589743589736,0.0,280.0
1,0,9,469.63333333333327,4534.316666666667,469.63333333333327,0.0,281.0
5,0,17,2208.183333333333,2614.103333333333,441.63666666666666,0.0,286.0
8,1,25,3000.633333333333,3010.2479166666667,375.07916666666665,0.0,294.0
1,46,1,8.433333333333334,8.433333333333334,8.433333333333334,0.0,294.0
25,35,35,8609.15,2175.7368055555553,358.7145833333333,0.0,273.0
26,0,37,8776.95,1901.6208333333327,365.70625,0.0,264.0
3,49,5,199.25000000000003,139.04444444444445,66.41666666666667,0.0,267.0
26,22,33,6876.983333333335,2044.8253333333332,275.0793333333333,0.0,244.0
22,0,40,6575.133333333334,2628.286507936508,313.10158730158736,0.0,244.0
3,44,12,1458.1666666666665,2306.9666666666667,486.0555555555555,0.0,247.0
26,19,34,5816.833333333332,1454.2724358974356,223.72435897435886,0.0,229.0
30,0,37,8510.033333333333,2039.8597701149426,293.4494252873563,0.0,240.0
2,44,16,882.3333333333333,3425.9833333333336,441.1666666666666,0.0,242.0
27,27,39,11221.316666666668,4322.443333333333,448.8526666666667,0.0,225.0
33,0,38,10747.766666666665,3533.391397849463,346.70215053763434,0.0,231.0
1,27,6,752.25,4073.0,752.25,0.0,232.0
19,13,30,6641.533333333333,2211.1703703703697,368.9740740740741,0.0,224.0
17,0,30,5404.033333333335,1235.0479166666667,337.75208333333336,0.0,228.0
3,24,6,1328.8666666666668,1100.8111111111114,442.95555555555563,0.0,231.0
12,2,24,4888.466666666667,1999.9303030303035,444.40606060606063,0.0,219.0
4,0,7,599.3833333333333,472.16666666666674,149.84583333333333,0.0,221.0
2,0,2,93.85,102.875,46.925,0.0,223.0
2,0,11,790.7666666666668,1396.783333333333,395.38333333333327,0.0,225.0
9,0,25,3270.866666666667,1366.2944444444447,363.4296296296296,0.0,234.0
16,2,35,6446.95,1535.7375000000004,402.934375,0.0,233.0
9,0,29,6004.016666666667,4114.57037037037,667.112962962963,0.0,240.0
2,45,5,203.51666666666665,270.35,101.75833333333333,0.0,242.0
30,34,40,10206.216666666664,2724.491071428572,364.50773809523804,0.0,227.0
21,0,33,7376.55,1712.4816666666666,368.8275,0.0,214.0
5,24,5,50.96666666666668,17.97,10.193333333333337,0.0,219.0
43,31,43,17275.083333333332,2636.6890243902435,421.3434959349593,0.0,238.0
38,0,37,9842.249999999998,1192.0276315789474,259.0065789473684,0.0,245.0
5,45,9,1148.7833333333333,843.0433333333333,229.75666666666663,0.0,250.0
40,35,40,13363.783333333333,2734.046052631579,351.6785087719298,0.0,245.0
43,1,41,18027.000000000007,4857.6954166666665,450.6750000000001,0.0,253.0
2,34,10,883.25,4251.366666666667,441.625,0.0,254.0
28,20,37,9241.866666666667,1800.4880952380954,330.06666666666666,0.0,248.0
22,0,29,6093.450000000002,1657.7373015873015,290.1642857142857,0.0,250.0
5,27,25,2530.4666666666667,4064.106666666666,506.09333333333336,0.0,255.0
16,0,41,7253.716666666666,4545.878888888889,483.58111111111117,0.0,244.0
3,0,13,2261.05,4007.072222222223,753.6833333333334,0.0,247.0
3,0,6,1029.2333333333333,511.08333333333326,343.07777777777784,0.0,250.0
10,0,33,5091.883333333333,4227.633333333333,509.1883333333333,0.0,260.0
12,1,25,3626.833333333334,1817.325,302.2361111111112,0.0,272.0
4,41,10,1112.5666666666666,1195.9041666666667,278.14166666666665,0.0,275.0
47,23,46,18722.050000000007,3310.814814814814,416.04555555555567,0.0,281.0
46,1,42,12256.816666666668,1744.1920454545457,278.56401515151515,0.0,304.0
4,58,22,1894.666666666667,5053.825,473.66666666666674,0.0,307.0
50,26,42,17860.8,2640.853472222222,372.1,0.0,299.0
43,0,37,12172.466666666667,1998.0243902439026,296.88943089430893,0.0,316.0
6,50,17,1864.9333333333332,2477.1694444444447,310.82222222222225,0.0,322.0
36,33,33,4690.1,1023.190476190476,134.00285714285715,0.0,308.0
57,0,42,14305.516666666668,1552.7303030303033,260.10030303030305,0.0,332.0
6,54,25,3504.4,5429.597222222223,584.0666666666667,0.0,338.0
31,20,45,14931.116666666667,6461.461666666667,497.7038888888889,0.0,315.0
43,0,39,10943.249999999998,1416.8365853658534,266.9085365853658,0.0,338.0
4,47,12,1096.2333333333333,1341.4333333333334,274.05833333333334,0.0,342.0
35,21,40,10213.316666666666,3449.4558823529414,300.39166666666665,0.0,330.0
19,0,27,4820.033333333334,1352.6508771929828,253.68596491228072,0.0,328.0
4,27,9,822.9666666666667,970.2666666666668,205.74166666666667,0.0,332.0
13,3,22,1898.35,646.2025641025641,146.02692307692308,0.0,318.0
25,0,38,7704.950000000003,2004.167333333333,308.1980000000001,0.0,340.0
4,0,13,1082.6333333333334,1364.3166666666666,270.65833333333336,0.0,344.0
20,0,36,8014.333333333334,3348.1149999999993,400.7166666666667,0.0,364.0
25,0,40,6498.366666666668,2337.5173611111113,270.76527777777784,0.0,389.0
4,66,7,580.7833333333333,430.49166666666673,145.19583333333333,0.0,393.0
32,20,36,7296.749999999999,1176.4135416666666,228.0234375,0.0,359.0
49,0,40,12467.633333333333,1791.3091836734695,254.44149659863945,0.0,388.0
2,40,11,885.5166666666668,3111.3,442.75833333333327,0.0,390.0
18,23,39,8131.916666666666,3150.5972222222217,451.7731481481481,0.0,368.0
39,0,43,11980.266666666665,2136.995495495496,323.79099099099096,0.0,384.0
2,27,2,207.4333333333333,113.41666666666666,103.71666666666668,0.0,386.0
31,22,42,10587.35,2424.063793103448,365.0810344827586,0.0,390.0
33,1,37,11225.95,2969.9858585858588,340.1803030303031,0.0,401.0
4,41,18,2585.5666666666666,3350.270833333333,646.3916666666668,0.0,404.0
36,23,37,11231.03333333333,1597.9809523809522,320.8866666666665,0.0,399.0
39,0,36,11013.183333333332,1760.6166666666666,297.65360360360364,0.0,415.0
3,56,10,485.58333333333337,1102.0277777777776,161.86111111111111,0.0,418.0
40,30,37,9278.866666666663,1472.8824324324319,250.78018018018014,0.0,402.0
32,0,38,8422.433333333334,1440.6727777777774,280.7477777777778,0.0,404.0
3,41,12,739.4333333333333,777.0222222222225,246.47777777777776,0.0,407.0
26,8,41,8638.316666666666,4527.05138888889,359.92986111111105,0.0,392.0
29,0,33,6455.499999999999,1804.7464285714289,230.5535714285714,0.0,413.0
2,2,8,516.2166666666667,1155.3083333333334,258.10833333333335,0.0,415.0
25,0,37,8814.183333333334,2071.075999999999,352.5673333333333,0.0,438.0
30,1,33,6946.399999999999,1178.378735632184,239.53103448275857,0.0,468.0
49,36,37,15547.7,2354.2612244897955,317.3,0.0,409.0
50,1,37,10732.56666666667,1465.96884057971,233.31666666666672,0.0,423.0
5,76,10,592.1166666666667,1033.1066666666666,118.42333333333332,0.0,427.0
34,25,40,9532.283333333336,2503.996464646464,288.8570707070708,0.0,385.0
26,1,39,10633.433333333334,2473.988,425.33733333333333,0.0,386.0
5,86,25,2658.4999999999995,7999.553333333332,531.6999999999998,0.0,390.0
55,34,41,13073.85,1799.7384353741495,266.81326530612245,0.0,359.0
37,0,37,9205.666666666668,1009.185238095238,263.01904761904757,0.0,362.0
5,39,25,1503.5833333333335,7582.386666666665,300.7166666666667,0.0,367.0
23,31,36,7416.466666666667,3311.239855072464,322.45507246376815,0.0,351.0
25,0,39,9499.833333333334,1877.727333333333,379.9933333333333,0.0,345.0
3,25,18,1651.9166666666665,4406.383333333333,550.6388888888888,0.0,348.0
31,21,37,10101.266666666666,1655.6591954022986,348.31954022988504,0.0,354.0
26,0,35,7322.266666666666,2757.995512820513,281.62564102564096,0.0,359.0
2,32,8,593.2166666666667,1410.3666666666666,296.60833333333335,0.0,361.0
23,5,29,4877.066666666667,1186.7927536231884,212.0463768115942,0.0,352.0
20,0,33,5551.033333333333,1770.7716666666665,277.5516666666666,0.0,367.0
2,3,9,462.45,2970.383333333333,231.225,0.0,369.0
24,0,35,7779.9000000000015,2002.930303030303,353.63181818181823,0.0,390.0
16,0,37,5722.55,2838.385416666666,357.659375,0.0,406.0
2,74,1,14.816666666666665,12.841666666666665,7.408333333333332,0.0,408.0
41,39,41,11042.116666666667,1926.2883333333327,276.0529166666667,0.0,375.0
49,1,43,19148.78333333333,2426.764539007092,407.42092198581537,0.0,385.0
2,60,1,11.716666666666667,5.8583333333333325,5.8583333333333325,0.0,386.0
32,34,42,9148.033333333333,1722.6338709677414,295.0978494623656,0.0,358.0
40,1,41,14088.499999999998,2144.0538461538467,361.2435897435897,0.0,364.0
4,46,19,1831.3666666666668,2683.495833333333,457.8416666666667,0.0,367.0
43,22,37,12421.750000000002,2089.63875,310.5437500000001,0.0,364.0
26,0,40,8815.233333333334,1736.2461538461537,339.0474358974359,0.0,368.0
5,39,18,1944.3666666666668,2045.54,388.8733333333333,0.0,373.0
27,30,40,5104.016666666666,2207.776923076923,196.3083333333333,0.0,361.0
24,0,36,8283.183333333334,1748.9819444444445,345.13263888888895,0.0,355.0
2,32,12,997.5333333333333,1956.5166666666669,498.76666666666665,0.0,357.0
19,20,27,4761.483333333334,1214.0447368421053,250.6043859649123,0.0,344.0
21,0,33,7078.933333333335,2090.376984126985,337.09206349206363,0.0,345.0
27,12,30,7446.8166666666675,1419.3455128205128,286.4160256410256,0.0,337.0
18,0,29,5255.383333333333,1573.2925925925929,291.9657407407407,0.0,343.0
2,3,8,701.3166666666666,906.1666666666665,350.6583333333333,0.0,345.0
19,0,34,5687.266666666665,3667.982456140352,299.32982456140337,0.0,361.0
25,0,33,7378.883333333332,2017.995138888889,307.45347222222216,0.0,386.0
3,67,3,31.85,45.46666666666667,10.616666666666667,0.0,389.0
38,31,40,10209.083333333334,1694.5301801801804,275.9211711711712,0.0,360.0
33,1,42,8649.283333333333,2367.4085858585863,262.0994949494949,0.0,362.0
4,53,26,1862.716666666667,3077.354166666666,465.67916666666673,0.0,365.0
35,32,38,7765.866666666668,1873.0504901960785,228.4078431372549,0.0,347.0
38,0,36,12796.433333333332,1832.8323529411769,376.36568627450976,0.0,353.0
2,53,5,494.33333333333326,363.69166666666666,247.16666666666663,0.0,355.0
38,33,37,10730.899999999998,2713.329729729729,290.02432432432425,0.0,340.0
36,0,39,10042.283333333333,2140.628431372549,295.36127450980393,0.0,343.0
5,41,20,1750.8666666666666,3562.71,350.1733333333333,0.0,348.0
27,36,35,8295.166666666666,2519.608641975309,307.22839506172835,0.0,334.0
47,0,38,10725.883333333333,1866.0900793650794,255.37817460317456,0.0,345.0
5,41,23,1418.833333333333,2741.0416666666665,354.70833333333326,0.0,350.0
35,24,40,13271.100000000002,3440.2897058823537,390.3264705882354,0.0,344.0
29,0,38,9680.616666666663,2195.943103448276,333.8143678160919,0.0,349.0
3,25,12,1187.7,1226.1333333333332,395.9,0.0,352.0
20,6,38,5697.8166666666675,2037.8745614035086,299.88508771929827,0.0,347.0
19,0,34,4878.083333333333,1529.1412280701754,256.7412280701754,0.0,360.0
1,0,8,266.3333333333333,3133.816666666666,266.3333333333333,0.0,361.0
15,0,31,7069.449999999999,2076.6322222222225,471.29666666666657,0.0,376.0
14,1,34,5388.166666666667,3725.6615384615375,414.474358974359,0.0,390.0
